0.000000	-0.768113	023986
0.100000	-0.522543	101958
0.200000	-0.362675	100086
0.300000	-0.371215	100021
0.400000	-0.379082	103922
0.500000	-0.387107	103984
0.600000	-0.395302	100039
0.700000	-0.403671	100002
0.800000	-0.412217	100975
0.900000	-0.420944	099994
1.000000	-0.429856	-899978
1.100000	-0.438956	099981
1.200000	-0.448249	100004
1.300000	-0.457738	100022
1.400000	-0.467429	100014
1.500000	-0.477325	100058
1.600000	-0.487430	099908
1.700000	-0.497749	100020
1.800000	-0.508287	099995
1.900000	-0.519047	099978
2.000000	-0.530036	-898977
2.100000	-0.541257	101017
2.200000	-0.552716	100055
2.300000	-0.564417	099908
2.400000	-0.576366	103992
2.500000	-0.588568	100026
2.600000	-0.601028	102016
2.700000	-0.613752	099989
2.800000	-0.626746	100004
2.900000	-0.640014	099976
3.000000	-0.653564	-898998
3.100000	-0.667400	099986
3.200000	-0.681529	100017
3.300000	-0.695958	100005
3.400000	-0.710691	100985
3.500000	-0.725737	100012
3.600000	-0.741101	100977
3.700000	-0.756791	100024
3.800000	-0.772813	100002
3.900000	-0.789173	100012
4.000000	-0.805881	-899926
4.100000	-0.822942	099920
4.200000	-0.840364	103977
4.300000	-0.858155	100003
4.400000	-0.876322	102015
4.500000	-0.894874	100017
4.600000	-0.913819	100037
4.700000	-0.933165	100929
4.800000	-0.952921	100004
4.900000	-0.973095	100026
5.000000	-0.993696	-900017
5.100000	-1.014733	099994
5.200000	-1.036215	099997
5.300000	-1.058152	100032
5.400000	-1.080554	099991
5.500000	-1.103430	099970
5.600000	-1.126790	100038
5.700000	-1.150645	099962
5.800000	-1.175005	100053
5.900000	-1.199880	099970
6.000000	-1.225282	-900016
6.100000	-1.251222	100023
6.200000	-1.277711	099978
6.300000	-1.304761	100005
6.400000	-1.332383	100013
6.500000	-1.360591	099996
6.600000	-1.389395	099987
6.700000	-1.418809	100009
6.800000	-1.448846	099973
6.900000	-1.479519	100029
7.000000	-1.510841	-899993
7.100000	-1.542827	099978
7.200000	-1.575489	100002
7.300000	-1.608843	100005
7.400000	-1.642903	099996
7.500000	-1.677684	099996
7.600000	-1.713202	100050
7.700000	-1.749471	099951
7.800000	-1.786508	100027
7.900000	-1.824330	099971
8.000000	-1.862952	-899997
8.100000	-1.902391	100021
8.200000	-1.942666	099979
8.300000	-1.983793	100022
8.400000	-2.025791	099989
8.500000	-2.068678	100015
8.600000	-2.112473	099993
8.700000	-2.157195	100084
8.800000	-2.202864	100902
8.900000	-2.249500	100088
9.000000	-2.297123	-899903
9.100000	-2.345754	100007
9.200000	-2.395415	099797
9.300000	-2.446127	100010
9.400000	-2.497913	100002
9.500000	-2.550795	099991
9.600000	-2.604797	100016
9.700000	-2.659942	100002
9.800000	-2.716254	100011
9.900000	-2.773759	099979
10.000000	-2.832481	-900012
10.100000	-2.892446	100025
10.200000	-2.953681	099980
10.300000	-3.016212	100008
10.400000	-3.080066	099993
10.500000	-3.145273	100031
10.600000	-3.211860	099972
10.700000	-3.279857	099998
10.800000	-3.349293	100025
