0.000000	2.231960
0.200000	-0.967526
0.400000	-0.349633
0.600000	0.369798
0.800000	0.432482
1.000000	-0.170515
1.200000	-0.898747
1.400000	0.071903
1.600000	1.229980
1.800000	-0.529892
2.000000	-0.169205
2.200000	0.202350
2.400000	0.206549
2.600000	-0.080256
2.800000	-0.219859
3.000000	0.032208
3.200000	0.299495
3.400000	-0.128353
3.600000	-0.445202
3.800000	0.052266
4.000000	0.606337
4.200000	-0.260446
4.400000	-1.120036
4.600000	-10.242204
4.800000	1.153020
5.000000	1.143792
5.200000	1.192499
5.400000	1.242994
5.600000	1.295629
5.800000	1.350493
6.000000	1.407680
6.200000	1.467289
6.400000	1.600068
6.600000	-0.626285
6.800000	-0.151405
7.000000	0.238757
7.200000	0.184019
7.400000	-0.068819
7.600000	-0.220986
7.800000	0.027879
8.000000	0.301799
8.200000	-0.129550
8.400000	-0.445086
8.600000	0.052719
8.800000	0.606097
9.000000	-0.260322
9.200000	-1.120048
9.400000	-10.242249
9.600000	1.152976
9.800000	1.143747
10.000000	1.192452
10.200000	1.242946
10.400000	1.295578
10.600000	1.350440
10.800000	1.407625
11.000000	1.467231
11.200000	1.600643
11.400000	-0.626537
11.600000	-0.151377
11.800000	0.238854
12.000000	0.183966
12.200000	-0.068793
12.400000	-0.220987
12.600000	0.027870
12.800000	0.301803
13.000000	-0.129553
13.200000	-0.445085
13.400000	0.052721
13.600000	0.606096
13.800000	-0.260321
14.000000	-1.120048
14.200000	-10.242249
14.400000	1.152976
14.600000	1.143747
14.800000	1.192454
15.000000	1.242948
15.200000	1.295581
15.400000	1.350442
15.600000	1.407627
15.800000	1.467234
16.000000	1.600560
16.200000	-0.626501
16.400000	-0.151381
16.600000	0.238840
16.800000	0.183975
17.000000	-0.068797
17.200000	-0.220987
17.400000	0.027872
17.600000	0.301802
17.800000	-0.129552
18.000000	-0.445085
18.200000	0.052720
18.400000	0.606097
18.600000	-0.260322
18.800000	-1.120047
19.000000	-10.242249
19.200000	1.152976
19.400000	1.143747
19.600000	1.192452
19.800000	1.242946
20.000000	1.295578
20.200000	1.350440
20.400000	1.407625
20.600000	1.467231
20.800000	1.600643
21.000000	-0.626537
21.200000	-0.151377
21.400000	0.238854
21.600000	0.183966
21.800000	-0.068793
22.000000	-0.220987
22.200000	0.027870
22.400000	0.301803
22.600000	-0.129553
22.800000	-0.445085
23.000000	0.052721
23.200000	0.606096
23.400000	-0.260321
23.600000	-1.120048
23.800000	-10.242249
24.000000	1.152976
24.200000	1.143747
24.400000	1.192452
24.600000	1.242946
24.800000	1.295578
25.000000	1.350440
25.200000	1.407625
25.400000	1.467231
25.600000	1.600644
25.800000	-0.626538
26.000000	-0.151377
26.200000	0.238854
26.400000	0.183966
26.600000	-0.068792
26.800000	-0.220988
27.000000	0.027870
27.200000	0.301804
27.400000	-0.129554
27.600000	-0.445085
27.800000	0.052721
28.000000	0.606096
28.200000	-0.260321
28.400000	-1.120047
28.600000	-10.242250
28.800000	1.152976
29.000000	1.143746
29.200000	1.192451
29.400000	1.242945
29.600000	1.295578
29.800000	1.350439
