0.000000	-0.768040
0.200000	-1.541275
0.400000	-2.376139
0.600000	-3.307844
0.800000	-4.375539
1.000000	-5.623964
1.200000	-7.105318
1.400000	-8.881131
1.600000	-11.025776
1.800000	-13.628628
2.000000	-16.798103
2.200000	-20.666171
2.400000	-25.393856
2.600000	-31.177938
2.800000	-38.259142
3.000000	-46.932158
3.200000	-57.557904
3.400000	-70.578547
3.600000	-86.535902
3.800000	-106.093977
4.000000	-130.066605
4.200000	-159.451306
4.400000	-195.470799
4.600000	-239.623874
4.800000	-293.747765
5.000000	-360.094592
5.200000	-441.425076
5.400000	-541.123411
5.600000	-663.338087
5.800000	-813.154504
6.000000	-996.806583
6.200000	-1221.936158
6.400000	-1497.910957
6.600000	-1836.214398
6.800000	-2250.923416
7.000000	-2759.294213
7.200000	-3382.480291
7.400000	-4146.412661
7.600000	-5082.878840
7.800000	-6230.447134
8.000000	-7637.268282
8.200000	-9361.880423
8.400000	-11476.045069
8.600000	-14067.733213
8.800000	-17244.785816
9.000000	-21139.401112
9.200000	-25913.635418
9.400000	-31766.146352
9.600000	-38940.459052
9.800000	-47735.099342
10.000000	-58516.015508
10.200000	-71731.805542
10.400000	-87932.383468
10.600000	-107791.861482
10.800000	-132136.600009
11.000000	-161979.592878
11.200000	-198562.618378
11.400000	-243400.128171
11.600000	-298365.640884
11.800000	-365746.287992
12.000000	-448345.798918
12.200000	-549601.166743
12.400000	-673725.662624
12.600000	-825884.151463
12.800000	-1012408.003795
13.000000	-1241058.546425
13.200000	-1521350.014126
13.400000	-1864945.440502
13.600000	-2286068.871462
13.800000	-2802316.791827
14.000000	-3435170.431902
14.200000	-4210963.025595
14.400000	-5161975.560014
14.600000	-6327779.997972
14.800000	-7756637.890707
15.000000	-9508253.511414
15.200000	-11655512.095230
15.400000	-14287761.718091
15.600000	-17514531.150210
15.800000	-21470087.383840
16.000000	-26319022.529033
16.200000	-32263102.550022
16.400000	-39549662.820606
16.600000	-48481899.840641
16.800000	-59431487.355760
17.000000	-72854041.841796
17.200000	-89308080.878507
17.400000	-109478263.277711
17.600000	-134203877.996365
17.800000	-164513767.269061
18.000000	-201669137.124776
18.200000	-247216036.649744
18.400000	-303049689.678555
18.600000	-371493355.779646
18.800000	-455395001.970813
19.000000	-558227960.121167
19.200000	-684289067.057986
19.400000	-838823763.276904
19.600000	-1028262284.966054
19.800000	-1260487231.936160
20.000000	-1545161565.197997
20.200000	-1894130686.123133
20.400000	-2321915327.841440
20.600000	-2846315768.262556
20.800000	-3489152506.245863
21.000000	-4277174220.728912
21.200000	-5243170793.333337
21.400000	-6427337707.737854
21.600000	-7878948598.992006
21.800000	-9658405548.181461
22.000000	-11839752435.984337
22.200000	-14513755936.715393
22.400000	-17791682354.192307
22.600000	-21809927455.001919
22.800000	-26735691948.291416
23.000000	-32773938770.959877
23.200000	-40175921673.536873
23.400000	-49249639984.455238
23.600000	-60372654579.442009
23.800000	-74007798333.396255
24.000000	-90722434772.641464
24.200000	-111212066287.410034
24.400000	-136329274251.275299
24.600000	-167119195256.926575
24.800000	-204863009647.973602
25.000000	-251131251921.157257
25.200000	-307849161265.113159
25.400000	-377376791496.503967
25.600000	-462607213798.483582
25.800000	-567086898514.854980
26.000000	-695163285132.240479
26.200000	-852165680893.444824
26.400000	-1044627015302.234497
26.600000	-1280555677808.962158
26.800000	-1569768749946.700928
27.000000	-1924300497834.034180
27.200000	-2358903122573.169922
27.400000	-2891660604958.227051
27.600000	-3544741186805.872559
27.800000	-4345319799943.162109
28.000000	-5326708825474.211914
28.200000	-6529744234649.580078
28.400000	-8004484789188.052734
28.600000	-9812295005423.589844
28.800000	-12028398555209.171875
29.000000	-14745008351561.976562
29.200000	-18075163563106.117188
29.400000	-22157433216945.730469
29.600000	-27161682108676.046875
29.800000	-33296138941244.679688
